,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,SUM  Completed,Labs,Lab Size,nPublications,Other Journals,University,Career Duration,Degree Area,degree,Latitude,Longitude,UndergradStudentCount,ranking,students staff ratio,perc intl students,near_city,crime_index,safety_index
36,"Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, and Dorota Czerucka",Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Different Pathogenic Pathways,"PLOS ONE, January 2014 | Volume 9 | Issue 1 | e84982",10.1371/journal.ppat.1003981,2013,01January,,,1.0,,"duplicated background, pasted-in bands?",1,9/15/2014,,,1.0,1,,,0 1 , ,Shanghai Jiaotong University School of Medicine,15,"Academic Unit of Clinical Oncology, University of Sheffield",,,,,563.0,,,"Memphis, TN, United States",64.06,
37,"Scarlett R Holdsworth, and Christopher J Law",Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma,"Infect. Immun. 2012, 80(8):2920",10.1111/j.1462-2920.2008.01842.x,2014,06June,,,1.0,,Overlapping microscopy images,1,8/7/2014,,,,1,,,0 1 0 1  ,PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS ONE ,University of South Carolina,12,University of Glasgow School of Medicine,,,-95.973966,,,,,"Houston, TX, United States",54.78,78.08
38,"LI MA, YUEPING LIU, CUIZHI GENG, XIAOWEI QI, and JUN JIANG",Identification of the pollen self-incompatibility determinant in Papaver rhoeas,"Breast Cancer Research 2012, 14:R127",10.3892/ijo.2012.1343,2012,10.1016/j.lungcan.2011.01.012,,,,,"multiple cases of shifted blots, duplicated bands within blots",1,3/9/2016,,,,1,"Department of Animal and Poultry Sciences, Virginia Tech, Blacksburg, Virginia, United States of America",,0 50 0 0 0 35 1 0 24 3 ,PLOS ONE PLOS ONE  PLOS ONE  PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE ,Wright State University School of Medicine,6,"Neurophysiology Laboratory, Department of Pharmacology and Experimental Neuroscience",Ph.D.,,,,,,29%,"Chicago, IL, United States",55.18,44.47
39,"Whitney M. Amyot, Dennise deJesus, and Ralph R. Isberg ",Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats,Cytokine 46 (2009) 72ï¿½78,10.1371/journal.pone.0092189,2003,,,,,,Overlapping microscopy panels,1,5/1/2015,,1.0,1.0,1,"Evans BioMedical Research Center, Section of Infectious Diseases, Department of Medicine, Boston University School of Medicine, Boston, Massachusetts 02118",,0 0  0 0 0 0 0  ,  ,Osaka University Medical School,32,"Department of Clinical and Experimental Medicine, General Pathology and Immunology Section",,,,,,12.4,22%,"Dhaka, Bangladesh",43.42,53.13
40,"Inka Regine Weingaertner, Sarah Koutnik, Hermann Ammer",Katanin Localization Requires Triplet Microtubules in Chlamydomonas reinhardtii,"Breast Cancer Research 2012, 14:R35",10.1073/pnas.1319190110,2014,,,,,,"Duplicated microscopy, possible duplicated lanes in same blot",1,5/23/2016,,1.0,,1,,,0   0 0 2  0 1 1 2  , ,University of Cambridge,8,"Program in Vector-Borne Diseases, Department of Veterinary Microbiology and Pathology, Paul G. Allen School for Global Animal Health",,,,,,,31%,"Shanghai, China",63.85,26.15
41,"Arumugam Nagalingam, Jack L Arbiser, Michael Y Bonner, Neeraj K Saxena, and Dipali Sharma",Fine Tuning Inflammation at the Front Door: Macrophage Complement Receptor 3-mediates Phagocytosis and Immune Suppression for Francisella tularensis,"J. Clin. Microbiol. 2005, 43(8):4002",10.3892/ijo.2012.1343,2012,,,1.0,,,Duplicated bands within same blot panel,1,,,1.0,,1,,,0 1 ,PLOS ONE PLOS ONE  ,University Pathology Building,2,"Institute of Medical Genetics, Yorkhill Hospital",PhD,,,,276.0,28.5,,"Taipei, Taiwan",29.29,54.23
42,"Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel",Heat Shock Protein 27 Is Spatially Distributed in the Human Placenta and Decreased during Labor,Cytokine 42 (2008) 198ï¿½204,10.1016/j.cyto.2008.12.021,2008,IAI,,1.0,,,Duplicated blot,1,,,,1.0,1,"Department of Biochemistry, Institute of Medical Sciences, Banaras Hindu University, Varanasi, India",,0 0 0 0 0 1 0 0 0 3  ,PLOS ONE PLOS ONE  ,Université Lyon 1,6,Indian Veterinary Research Institute,Doctor of Philosophy,,,,,,,"Cleveland, OH, United States",,69.64
43,"Eva Hervet, Xavier Charpentier, Anne Vianney, Jean-Claude Lazzaroni, Christophe Gilbert, Daniele Atlan, and Patricia Doublet",NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013",10.1038/onc.2013.237,2013,IAI,,,1.0,,Same band seen twice in one blot strip,1,,,1.0,1.0,1,,,7 14  , PLOS ONE PLOS ONE  ,CNRS Université de Strasbourg,8,Department of Nephrology,,,,,780.0,,26%,"Nantes, France",73.85,
44,"Yushen Jiang, Tang Jiang, Juan Ouyang, Qingsong Zhou, Yanlan Liang, Yingpeng Cui, Peisong Chen, Bin Huang",S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression,Cytokine 60 (2012) 718ï¿½730,10.1016/j.ccr.2013.04.019,2014,01January,,,1.0,,shifted GAPDH panels,1,,,1.0,,1,,,1 0 0 7 1 0 4 15  ,PLOS ONE PLOS ONE PLOS ONE ,Kobe University Graduate School of Medicine,3,Department of Pathology and Molecular Medicine,PhD,,,,,,,"Taipei, Taiwan",30.18,65.68
45,"Kevin Y. Lee, Yuji Yamamoto, Jeremie Boucher, Jonathon N. Winnay, Stephane Gesta, John Cobb, Matthias Blu_her, and C. Ronald Kahn",Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells,"PLOS One, April 2014 | Volume 9 | Issue 4 | e93995",10.1155/2013/308130,2010,08August,,,,,Overlapping microscopy images,1,8/4/2015,,,1.0,1,,,1 0 0 11 2 0 0  ,PLOS ONE PLOS Computational Biology PLOS Neglected Tropical Diseases PLOS ONE PLOS ONE PLOS ONE ,Uppsala University,8,Department of Genetics,,,,,,17.8,,"Phoenix, AZ, United States",43.96,46.75
46,"Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai","Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell dissemination in vivo","PLOS ONE, June 2014 | Volume 9 | Issue 6 | e98448",10.1128/mBio.00252-13,2006,,,1.0,1.0,,Duplicated lanes within same gel panel,1,,,,,1,,,0 50 0 0 25 0  ,PLOS ONE PLOS ONE  ,University Pathology Building,10,Department of Oral and Maxillofacial Surgery,,,,,,,,,29.9,66.97
47,"Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono",Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013",10.1016/j.lungcan.2011.10.002,2009,,,,,,Duplicated microscopy panels,1,5/1/2015,,1.0,1.0,1,,,0 1 0 0 0 0 0 7 20  ,PLOS Computational Biology PLOS ONE ,McGill University,8,"Department of Radiation Medicine, Institute of Modern physics, Chinese Academy of Sciences, Lanzhou",,,,,,,,,49.13,41.4
48,"Ellen J. Beswick, Irina V. Pinchuk, Kyle Minch, Giovanni Suarez, Johanna C. Sierra, Yoshio Yamaoka, and Victor E. Reyes",The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans,"Microbiol. Immunol., 49(3), 219ï¿½225, 2005",10.1016/j.cyto.2008.12.013,2009,,,,,1,"duplicated gel panels, exact duplicate",1,8/18/2014,,1.0,1.0,1,,75.0,1  ,PLOS ONE PLOS Pathogens PLOS Medicine PLOS ONE PLOS ONE PLOS Pathogens  ,SUNY Upstate Medical University,6,Department of Microbiology,,,,,,,,"Shanghai, China",73.85,42.18
49,"Li Han, Yafeng Wang, Xiaojuan Guo, Yubing Zhou, Jingmin Zhang, Ning Wang, Jinhua Jiang, Fang Ma, and Qingduan Wang",The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans,Cytokine 46 (2009) 96ï¿½99,10.1371/journal.pone.0069583,2012,,1.0,,1.0,,Duplicated microscopy panels,1,5/28/2015,,1.0,1.0,1,"Laboratoire Universitaire d'Antibiologie, Faculté de Médecine, Avenue Kennedy, 30900 Nîmes, France",,0 6 2 4 3  ,PLOS ONE  ,Moscow State University,2,"Department of Biochemistry, Institute of Medical Sciences",,,,,319.0,,,,36.75,41.15
50,"Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood",Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells,"Infect. Immun. 2012, 80(8):2920",10.1371/journal.pgen.1004121,2008,IAI,,,,,duplicated microscopoy images,1,7/11/2016,,1.0,,1,"Division of Infection and Immunity, University College London, London, United Kingdom",,0 0 0 0 1 2 0 0 0 0 ,PLOS ONE PLOS Biology PLOS Computational Biology PLOS ONE PLOS ONE PLOS Neglected Tropical Diseases PLOS Genetics PLOS ONE PLOS Genetics  ,Indiana University School of Medicine,7,School of Medical Sciences,PhD,,,,,,,"Detroit, MI, United States",36.91,65.68
51,"S. Jeyaseelan, M.S. Kannan, R.E. Briggs, P. Thumbikat, and S.K. Maheswaran",Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells,"Infect. Immun. May 2011, p. 1936ï¿½1950 Vol. 79, No. 5",10.1371/journal.pone.0092189,2014,,,,1.0,,Overlapping microscopy images,1,4/22/2015,,1.0,,1,,,0  1 1  ,PLOS Genetics PLOS Biology PLOS ONE PLOS Biology PLOS Biology PLOS Genetics PLOS ONE PLOS Biology PLOS ONE PLOS Genetics PLOS Biology  PLOS Biology PLOS Genetics PLOS ONE PLOS Biology PLOS Genetics PLOS ONE PLOS Genetics PLOS Biology PLOS Biology PLOS Genetics PLOS Biology PLOS Biology PLOS ONE PLOS Biology PLOS ONE PLOS Biology PLOS Genetics ,University of Bath,11,"Thoracic Surgery, Key Laboratory of Carcinogenesis and Translational Research Ministry of Education",PhD,,,,276.0,8.4,30%,,,26.15
52,"Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan",LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts that are inhibited by DKK-1,"Int. J. Cancer: 132, 795ï¿½806 (2013)",10.1128/IAI.01769-14,2012,04April,,,,1,"Duplicated blot strips, stretched",1,8/18/2014,,,,1,,,0 21 1 0 0  ,PLOS ONE PLOS Genetics PLOS Computational Biology PLOS Pathogens PLOS ONE PLOS ONE PLOS Computational Biology  ,National Taiwan Normal University,10,"Nephrology Unit, Department of Medicine, Faculty of Medicine",,,,31185.0,,,22%,"Madison, WI, United States",14.32,85.68
53,"Zhenni Zhang, Jianrui Lv, Xiaoming Lei, Siyuan Li, Yong Zhang, Lihua Meng, Rongliang Xue, Zongfang Li","Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psoriatic human fibroblasts","INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012",10.1016/j.cyto.2014.07.249,2008,IAI,,,,1,reuse of one lane in different blot experiment,1,8/7/2015,,1.0,,1,,,1 1 0 1 0 1 2 0  ,PLOS ONE PLOS ONE PLOS ONE PLOS Pathogens PLOS ONE PLOS ONE PLOS ONE PLOS Pathogens PLOS ONE PLOS Pathogens PLOS Genetics PLOS ONE  ,Dana-Farber Cancer Institute,9,"Section on Integrative Physiology and Metabolism, Joslin Diabetes Center",,,,,,,,"Beirut, Lebanon",36.75,66.0
54,"EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK",Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn,"PLOS Pathogens, August 2013 | Volume 9 | Issue 8 | e1003576",10.1111/j.1472-765X.2012.03263.x,2012,,,,,,"Two sets of duplicated blot panels, one rotated",1,4/12/2017,,1.0,,1,,0.0,2 1 1 1 ,,Regensburg University Hospital,4,"Department of Gastroenterology, Ruijin Hospital",,,,,272.0,4.8,,,14.32,51.11
55,"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci",Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experimentally Envenomed Rabbits,"Int. J. Cancer: 132, 2258ï¿½2269 (2013)",10.1371/journal.pone.0069485,2006,01January,,,1.0,,duplicated western blot panels,1,5/23/2016,,1.0,,1,,,0 1 0  ,PLOS ONE  ,Kyung Hee University,3,Institute of Neurological Sciences and Psychiatry,,,,,53.0,16.1,,"Montreal, Canada",53.84,66.64
56,"Yuan Du, Tomomi Hashizume, Tomoko Kurita-Ochiai, Satoshi Yuzawa, Yoshimitsu Abiko, and Masafumi Yamamoto",D14ï¿½SCFD3-dependent degradation of D53 regulates strigolactone signalling,"PLOS One, April 2014 | Volume 9 | Issue 4 | e92189",10.1016/j.cyto.2010.09.007,2013,JCM,,,,,Duplicated FACS panels,1,,,1.0,,1,,14.0,0 0 1 0 0 8  ,PLOS ONE PLOS ONE  PLOS ONE PLOS ONE   ,Stony Brook University,20,Department of Genetics,,,,,,,,"Penang, Malaysia",,69.64
57,"Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan",Baicalein Reduces the Invasion of Glioma Cells via Reducing the Activity of p38 Signaling Pathway,"Int. J. Cancer: 132, 2270ï¿½2282 (2013)",10.1128/IAI.01165-12,2014,,,,1.0,Paul Higgins,two sets of duplicated facs panels but different percentages gated points,1,,,1.0,,1,Departments of Pediatrics,,1 2 50 0 2 0 14 3 ,PLOS ONE PLOS Computational Biology PLOS ONE  ,University of North Dakota,12,"The Johns Hopkins Oncology Center, Program in Human Genetics",,,,,272.0,,23%,"Charlotte, NC, United States",58.85,
58,"Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, and Dorota Czerucka",Differential Effects of Collagen Prolyl 3-Hydroxylation on Skeletal Tissues,"PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036ï¿½6041",10.3892/ijo.2013.1809,1998,,,1.0,,,Duplicated / mirrored bands in blot,1,5/6/2015,,1.0,1.0,1,,19.0,0 9 0 50 0 50 2 50 ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Osaka University,7,"Departments of Medicine, Biochemistry and Molecular Biology",PhD in Microbiology,,,,121.0,,33%,"Montreal, Canada",43.96,
59,"Shuyu Ren, Bryce G. Johnson, Yujiro Kida, Colin Ip, Kathryn C. Davidson, Shuei-Liong Lin, Akio Kobayashi, Richard A. Lang, Anna-Katerina Hadjantonakis, Randall T. Moon, and Jeremy S. Duffield","Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways","Nature, Vol. 454, 24 July 2008, page 528",10.1128/JCM.43.7.3512-3515.2005,2013,JCM,,,,1,Mirrored blot panels representing different proteins,1,,,,1.0,1,,,0 0 0 6  ,PLOS ONE  PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE ,Queen's University Belfast,17,School of Pharmacy,PhD,,,,,,11%,,29.9,53.13
60,"Zhaojia Wu, Siqi Shen, Zhiling Zhang, Weiwei Zhang, and Wei Xiao",Shox2 is a molecular determinant of depot-specific adipocyte function,"PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96343",10.1016/j.jaut.2014.02.013,2009,IAI,,,1.0,,duplicated microscopy panel; might be error,1,,,,,1,,8.0,3 6 2  17 , PLOS ONE PLOS Pathogens PLOS Pathogens PLOS ONE PLOS Genetics PLOS ONE PLOS Pathogens PLOS Pathogens PLOS Pathogens PLOS ONE PLOS Neglected Tropical Diseases PLOS Genetics PLOS ONE PLOS Pathogens PLOS ONE PLOS Pathogens PLOS Neglected Tropical Diseases  ,IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.),7,"Department of Surgery, Gastroenterological Surgery",Dr. rer. nat.,,,,272.0,,,"Halifax, Canada",73.85,55.44
61,"S. Jeyaseelan, M.S. Kannan, R.E. Briggs, P. Thumbikat, and S.K. Maheswaran",The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation,Cytokine 46 (2009) 137ï¿½141,10.1371/journal.pone.0070508,2014,,,1.0,1.0,1,"Overlapping microscopy, manipulated images of mice",1,7/5/2016,,1.0,1.0,1,,,2 2 7 ,PLOS ONE PLOS Genetics PLOS Computational Biology PLOS Pathogens PLOS ONE PLOS Computational Biology  ,University of Adelaide,14,"Rutgers Cancer Institute of New Jersey, Rutgers",,,,,,7.4,,"Paris, France",29.9,53.13
62,"Kelei Zhao, Xin Deng, Chuan He, Bisong Yue, and Min Wu",Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors,"PLOS ONE, January 2013 | Volume 8 | Issue 1 | e53940",10.1128/mBio.00495-12,2003,IAI,,1.0,,,"Reused blot, shifted, other protein",1,,,1.0,1.0,1,,,2 0 0 ,PLOS ONE PLOS Computational Biology PLOS ONE PLOS ONE PLOS Computational Biology PLOS ONE  ,Virginia Commonwealth University School of Medicine,9,"Department of Hematology and Oncology, The First Hospital",,,,,,,22%,"Hanover, Germany",29.9,67.14
63,"Jing Hu, Holly Deng, and Eileen A. Friedman",Identification of the pollen self-incompatibility determinant in Papaver rhoeas,Cytokine 42 (2008) 222ï¿½233,10.1186/1471-2180-13-113,2012,,,1.0,,,"duplicated gel panels, exact duplicate",1,8/7/2014,,1.0,,1,,,3 3 1 3 0 0 2 2 0 0 1 2 0 2  ,PLOS ONE PLOS Pathogens PLOS Biology PLOS Computational Biology PLOS ONE PLOS Genetics PLOS Pathogens PLOS ONE PLOS Computational Biology PLOS ONE PLOS ONE ,University of Tasmania,6,Department of Microbiology,,,,,300.0,,,"Detroit, MI, United States",30.18,54.7
64,"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE),Cytokine 46 (2009) 96ï¿½99,10.1371/journal.pone.0090318,2013,06June,,,1.0,1,Multiple cases of overlapping microscopy images,1,,,,1.0,1,,,4 2 7 2  ,PLOS ONE PLOS ONE  ,National Center for Cell Science,15,"Department of Surgery, Gastroenterological Surgery",,,,,6.0,,8%,,43.96,74.23
65,"Samithamby Jeyaseelan, Hong Wei Chu, Scott K. Young, Mason W. Freeman, and G. Scott Worthen",Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis,"Infect. Immun. 2013, 81(11):3975",10.1371/journal.ppat.1003114,2012,JCM,,1.0,1.0,,Duplicated negative blot,1,7/22/2014,,,,1,"School of Pharmacy, Second Military Medical University, Shanghai, China",14.0,50 0 0 0 0 0 ,PLOS ONE ,Shanghai Jiaotong University School of Medicine,6,Department of Microbiology and Immunology,,,,,118.0,,,"Bologna, Italy",53.25,
66,"Janice D. Thomas, Yan-Jie Zhang, Yue-Hua Wei, Jun-Hung Cho, Laura E. Morris, Hui-Yun Wang, and X.F. Steven Zheng",Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains,"PLOS One, April 2014 | Volume 9 | Issue 4 | e94830",10.1371/journal.pone.0096343,2013,02February,,1.0,,,multiple cases of duplicated bands within same blot,1,7/1/2014,,1.0,,1,,,2 5 2 2 ,PLOS ONE PLOS ONE PLOS Biology PLOS ONE PLOS ONE PLOS ONE PLOS Genetics PLOS ONE ,American University of Beirut,9,"Department of Microbiology, Laboratory of Mycotoxins and Toxigenic Fungi","MSc., PhD",,,,,,4%,"Seoul, South Korea",65.57,68.2
67,"Eva Hervet, Xavier Charpentier, Anne Vianney, Jean-Claude Lazzaroni, Christophe Gilbert, Daniele Atlan, and Patricia Doublet",MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1,"PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036ï¿½6041",10.1128/IAI.06230-11,2013,01January,,1.0,1.0,,Duplicated 0h microscopy images,1,12/5/2016,,1.0,1.0,1,"College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China",,0 1 9 0 0 ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE  ,National Institutes of Health,6,"School of Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan ; Department of Emergency Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan ; Department of Emergency Medicine",,,,,,,,"Philadelphia, PA, United States",14.32,34.43
