	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Labs	Lab Size	nPublications	Other Journals	University	Career Duration	Degree Area	Latitude	Longitude	UndergradStudentCount	ranking	students staff ratio	perc intl students	near_city	crime_index	safety_index
181	Norimitsu Tanaka, Shinichi Toyooka, Junichi Soh, Takafumi Kubo, Hiromasa Yamamoto, Yuho Maki, Takayuki Muraoka, Kazuhiko Shien, Masashi Furukawa, Tsuyoshi Ueno, Hiroaki Asano, Kazunori Tsukuda, Keisuke Aoe, Shinichiro Miyoshi	Frequent methylation and oncogenic role of microRNA-34b/c in small-cell lung cancer	Lung Cancer 76 (2012) 32ï¿½38	10.1016/j.lungcan.2011.10.002	2012			1.0			Duplicated microscopy image; might be error	1			1.0		1			              	              	Okayama University	5	Department of Cancer and Thoracic Surgery, Graduate School of Medicine, Dentistry and Pharmaceutical Sciences				929.0	10.9	9%	Osaka, Japan	31.66	68.34
182	Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai	Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE)	Journal of Autoimmunity 25 (2005) 206-214	10.1016/j.jaut.2005.09.016	2005				1.0		Duplicated blot strips, stretched multiple cases	1				1.0	1			    	    	Wayne State University School of Medicine	13	Department of Neurology									
183	Pascale Gerbaud, Loï¿½c Petzold, Patrice Therond, Wayne B. Anderson, Daniele Evain-Brion, Francoise Raynaud	Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psoriatic human fibroblasts	Journal of Autoimmunity 24 (2005) 69-78	10.1016/j.jaut.2004.10.003	2005			1.0			Duplicated blot panel	1				1.0	1			      	      	Université René Descartes	22	INSERM U 427, Faculté des Sciences Pharmaceutiques et Biologiques de Paris							Paris, France	54.96	45.04
184	M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo	Autoantibodies from Sjï¿½gren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253	Journal of Autoimmunity 27 (2006) 38-49	10.1016/j.jaut.2006.05.001	2006					1	Overlapping microscopy, duplicated bands within blots	1				1.0	1			          	          	University of Bari	4	Department of Human Anatomy and Histology							Dhaka, Bangladesh	64.07	35.93
185	M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo	Autoantibodies from Sjï¿½gren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253	Journal of Autoimmunity 27 (2006) 38-49	10.1016/j.jaut.2006.05.001	2006					1	Overlapping microscopy, duplicated bands within blots	1				1.0	1			          	          	University of Bari	4	Department of Human Anatomy and Histology							Dhaka, Bangladesh	64.07	35.93
186	Itshak Golan, Shlomo Nedvetzki, Ira Golan, Lora Eshkar-Sebban, David Levartovsky, Ori Elkayam, Dan Caspi, Suhail Aamar, Howard Amital, Alan Rubinow, David Naor	Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation of disease-specific monoclonal antibody	Journal of Autoimmunity 28 (2007) 99-113	10.1016/j.jaut.2007.02.007	2007			1.0			Duplicated FACS panel	1				1.0	1			           	           	Hebrew University-Hadassah Medical School	30	The Lautenberg Center for General and Tumor Immunology							Bologna, Italy	45.77	54.23
187	Xiaoyan Xiao, Bin Ma, Baojun Dong, Peng Zhao, Ningwen Tai, Li Chen, F. Susan Wong, Li Wen	Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice	Journal of Autoimmunity 32 (2009) 85ï¿½93	10.1016/j.jaut.2008.12.003	2009				1.0		Overlapping microscopy images	1				1.0	1			        	        	Yale School of Medicine	13	Section of Endocrinology, Department of Internal Medicine									
188	Dana Ben-Ami Shor, Miri Blank, Sandra Reuter, Torsten Matthias, Inbal Beiglass, Alexander Volkov, Iris Barshack, Yehuda Shoenfeld	Anti-ribosomal-P antibodies accelerate lupus glomerulonephritis and induce lupus nephritis in nai_ve mice	Journal of Autoimmunity 54 (2014) 118-126	10.1016/j.jaut.2014.02.013	2014			1.0			Duplicated microscopy panels	1	2/1/2016		1.0		1			        	        	Tel-Aviv University	7	The Zabludowicz Center for Autoimmune Diseases, Sheba Medical Center, Affiliated to Sackler Faculty of Medicine							Tel Aviv-Yafo, Israel	26.19	73.81
189	Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan 	Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes	Cytokine 26 (2004) 1-8	10.1016/j.cyto.2003.11.014	2004			1.0			Duplicated blot	1				1.0	1			   	   	American University of Beirut	10	Department of Biology, Faculty of Arts & Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
190	Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan 	Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes	Cytokine 26 (2004) 1-8	10.1016/j.cyto.2003.11.014	2004			1.0			Duplicated blot	1				1.0	1			   	   	American University of Beirut	10	Department of Biology, Faculty of Arts & Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
191	Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan 	Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes	Cytokine 26 (2004) 1-8	10.1016/j.cyto.2003.11.014	2004			1.0			Duplicated blot	1				1.0	1			   	   	American University of Beirut	10	Department of Biology, Faculty of Arts & Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
192	Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan 	Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes	Cytokine 26 (2004) 1-8	10.1016/j.cyto.2003.11.014	2004			1.0			Duplicated blot	1				1.0	1			   	   	American University of Beirut	10	Department of Biology, Faculty of Arts & Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
193	Ji-Yong Zhou, Ji-Gang Chen, Jin-Yong Wang, Jian-Xiang Wu, Hui Gong	cDNA cloning and functional analysis of goose interleukin-2	Cytokine 30 (2005) 328-338	10.1016/j.cyto.2004.12.015	2005				1.0		Overlapping microscopy	1				1.0	1			     	     	Zhejiang University	3	Laboratory of Virology and Immunology, Institute of Preventive Veterinary Medicine, College of Animal Sciences				95.0	10.8	23%	Shanghai, China	34.32	65.68
194	Sarine Markossian, Sawsan Ibrahim Kreydiyyeh	TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2	Cytokine 30 (2005) 319-327	10.1016/j.cyto.2004.11.009	2005					1	Duplicated bands within blot strips, multiple cases	1				1.0	1			  	  	American University of Beirut	19	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
195	Sarine Markossian, Sawsan Ibrahim Kreydiyyeh	TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2	Cytokine 30 (2005) 319-327	10.1016/j.cyto.2004.11.009	2005					1	Duplicated bands within blot strips, multiple cases	1				1.0	1			  	  	American University of Beirut	19	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
196	Sarine Markossian, Sawsan Ibrahim Kreydiyyeh	TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2	Cytokine 30 (2005) 319-327	10.1016/j.cyto.2004.11.009	2005					1	Duplicated bands within blot strips, multiple cases	1				1.0	1			  	  	American University of Beirut	19	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
197	Sarine Markossian, Sawsan Ibrahim Kreydiyyeh	TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2	Cytokine 30 (2005) 319-327	10.1016/j.cyto.2004.11.009	2005					1	Duplicated bands within blot strips, multiple cases	1				1.0	1			  	  	American University of Beirut	19	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
198	Hwa-Jeong Lee, Jin-Woo Cho, Sang-Cheol Kim, Kyung-Hwa Kang, Sun-Kyung Lee, Sung-Hee Pi, Suk-Keun Lee, Eun-Cheol Kim	Roles of p38 and ERK MAP kinases in IL-8 expression in TNF-a- and dexamethasone-stimulated human periodontal ligament cells	Cytokine 35 (2006) 67ï¿½76	10.1016/j.cyto.2006.07.009	2006					1	Duplicated lanes within blots, many many case	1				1.0	1			        	        	Wonkwang University	3	Department of Oral and Maxillofacial Pathology, College of Dentistry							Incheon, South Korea	30.92	69.08
199	Maria de Lujan Alvarez, Ariel D. Quiroga, Marï¿½a Teresa Ronco, Juan Pablo Parody, J. Elena Ochoa, Juan A. Monti, Cristina E. Carnovale, Marï¿½a Cristina Carrillo 	Time-dependent onset of Interferon-a2b-induced apoptosis in isolated hepatocytes from preneoplastic rat livers	Cytokine 36 (2006) 245ï¿½253	10.1016/j.cyto.2007.01.002	2006				1.0		Mirrored blot	1				1.0	1			        	        	Universidad Nacional de Rosario	14	Instituto de Fisiología Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Bioquímicas y Farmacéuticas							Rosario, Argentina	74.47	25.53
200	Marilena Galdiero, Mariateresa Vitiello, Marina Dï¿½Isanto, Katia Raieta, Emilia Galdiero	STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6	Cytokine 36 (2006) 218ï¿½228	10.1016/j.cyto.2006.12.003	2006			1.0			Multiple cases of duplicated blots	1				1.0	1			     	     	Second University of Naples	8	Department of Experimental Medicine, Section of Microbiology and Clinical Microbiology, Faculty of Medicine							Naples, Italy	58.52	41.48
201	Sawsan Ibrahim Kreydiyyeh, Sarine Markossian 	Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla	Cytokine 33 (2006) 138e144	10.1016/j.cyto.2005.12.007	2006			1.0			Multiple cases of duplicated blots	1				1.0	1			  	  	American University of Beirut	12	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
202	Sawsan Ibrahim Kreydiyyeh, Sarine Markossian 	Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla	Cytokine 33 (2006) 138e144	10.1016/j.cyto.2005.12.007	2006			1.0			Multiple cases of duplicated blots	1				1.0	1			  	  	American University of Beirut	12	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
203	Sawsan Ibrahim Kreydiyyeh, Sarine Markossian 	Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla	Cytokine 33 (2006) 138e144	10.1016/j.cyto.2005.12.007	2006			1.0			Multiple cases of duplicated blots	1				1.0	1			  	  	American University of Beirut	12	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
204	Sawsan Ibrahim Kreydiyyeh, Sarine Markossian 	Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla	Cytokine 33 (2006) 138e144	10.1016/j.cyto.2005.12.007	2006			1.0			Multiple cases of duplicated blots	1				1.0	1			  	  	American University of Beirut	12	Department of Biology, Faculty of Arts and Sciences				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
205	Deok-Ho Song, Ji-Houn Kang, Geun-Shik Lee, Eui-Bae Jeung, Mhan-Pyo Yang 	Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enhances phagocytosis of RAW macrophages via a peroxisome proliferator-activated receptor gamma-dependent pathway	Cytokine 37 (2007) 227ï¿½235	10.1016/j.cyto.2007.04.003	2007				1.0		Duplicated gel, differently cut	1				1.0	1			     	     	Chungbuk National University	17	Laboratory of Veterinary Internal Medicine, Department of Veterinary Medicine, College of Veterinary Medicine and Research Institute of Veterinary Medicine				1095.0	14.8	3%	Seoul, South Korea	25.77	74.23
206	Chung-Hsi Hsing, Hsing-Hui Li, Yu-Hsiang Hsu, Chung-Liang Ho, Shih-Sung Chuang, Kuo-Mao Lan, Ming-Shi Chang	The distribution of interleukin-19 in healthy and neoplastic tissue	Cytokine 44 (2008) 221ï¿½228	10.1016/j.cyto.2008.06.007	2008				1.0		Duplicated blot panel, stretched	1				1.0	1			       	       	Department of Medical Research	5	Department of Medical Research							Melbourne, Australia	44.06	55.94
207	M. Hyzdï¿½alovï¿½, J. Hofmanovï¿½, J. Pachernï¿½k, A. Vaculovï¿½, A. Kozubï¿½keSung	The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation	Cytokine 44 (2008) 33ï¿½43	10.1016/j.cyto.2008.06.003	2008			1.0			Duplicated blot panel	1				1.0	1			     	     	Academy of Sciences of the Czech Republic	10	Department of Cytokinetics, Institute of Biophysics							Prague, Czech Republic	24.17	75.83
208	Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto	Effects of ethanol on monosodium urate crystal-induced inflammation	Cytokine 42 (2008) 198ï¿½204	10.1016/j.cyto.2008.01.001	2008			1.0			Duplicated blot	1				1.0	1			        	        	Hyogo College of Medicine	12	Division of Endocrinology and Metabolism, Department of Internal Medicine				861.0	2.2	1%	Osaka, Japan	31.66	68.34
209	Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu	Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome	Cytokine 42 (2008) 222ï¿½233	10.1016/j.cyto.2008.02.005	2008			1.0			Duplicated whole figure; very likely error	1				1.0	1			    	    	Sun Yat-sen University	14	Department of Nephrology, The First Affiliated Hospital				289.0	16.1	8%	Guangzhou, China	37.14	62.86
210	Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu	Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome	Cytokine 42 (2008) 222ï¿½233	10.1016/j.cyto.2008.02.005	2008			1.0			Duplicated whole figure; very likely error	1				1.0	1			    	    	Sun Yat-sen University	14	Department of Nephrology, The First Affiliated Hospital				289.0	16.1	8%	Guangzhou, China	37.14	62.86
211	Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana	Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis	Cytokine 48 (2009) 170ï¿½176	10.1016/j.cyto.2009.07.004	2009					1	Duplicated/mirrored bands, manipulated	1				1.0	1			   	   	University of Texas Medical Branch	2	Department of Biochemistry and Molecular Biology							Memphis, TN, United States	73.85	26.15
212	Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana	Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis	Cytokine 48 (2009) 170ï¿½176	10.1016/j.cyto.2009.07.004	2009					1	Duplicated/mirrored bands, manipulated	1				1.0	1			   	   	University of Texas Medical Branch	2	Department of Biochemistry and Molecular Biology							Memphis, TN, United States	73.85	26.15
213	Kumiko Goto, Yoshihiko Chiba, Miwa Misawa	IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells	Cytokine 46 (2009) 96ï¿½99	10.1016/j.cyto.2008.12.021	2009					1	Duplicated lane within blot	1				1.0	1			   	   	Hoshi University	3	Department of Pharmacology, School of Pharmacy							Tokyo, Japan	23.59	76.41
214	Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg	Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells	Cytokine 46 (2009) 72ï¿½78	10.1016/j.cyto.2008.12.013	2009				1.0		Mirrored blot	1				1.0	1			      	      	Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology	32	Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology									
215	Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma	STAT3 induces muscle stem cell differentiation by interaction with myoD	Cytokine 46 (2009) 137ï¿½141	10.1016/j.cyto.2008.12.015	2009				1.0		Overlapping blots, two cases	1				1.0	1			          	          	Jilin University	12	Department of Hematology and Oncology, The First Hospital				877.0	10.8	3%	Seoul, South Korea	25.77	74.23
216	Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh	Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells	Cytokine 49 (2010) 312ï¿½318	10.1016/j.cyto.2009.11.020	2010					1	Duplicated yet altered blots, multiple cases	1				1.0	1			    	    	American University of Beirut	12	Department of Biology				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
217	Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh	Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells	Cytokine 49 (2010) 312ï¿½318	10.1016/j.cyto.2009.11.020	2010					1	Duplicated yet altered blots, multiple cases	1				1.0	1			    	    	American University of Beirut	12	Department of Biology				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
218	Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh	Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells	Cytokine 49 (2010) 312ï¿½318	10.1016/j.cyto.2009.11.020	2010					1	Duplicated yet altered blots, multiple cases	1				1.0	1			    	    	American University of Beirut	12	Department of Biology				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
219	Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh	Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells	Cytokine 49 (2010) 312ï¿½318	10.1016/j.cyto.2009.11.020	2010					1	Duplicated yet altered blots, multiple cases	1				1.0	1			    	    	American University of Beirut	12	Department of Biology				300.0	8.4	22%	Beirut, Lebanon	46.87	53.13
220	Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood	MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1	Cytokine 56 (2011) 245ï¿½255	10.1016/j.cyto.2011.06.006	2011			1.0			Duplicated negative blot	1				1.0	1			     	     	Medical University of South Carolina	7	Department of Craniofacial Biology and the Center for Oral Health Research	32.784363	-79.947158	325.0				Charlotte, NC, United States	45.30	54.70
221	Markus Neumeier, Sabrina Bauer, Hilke Bru_hl, Kristina Eisinger, Andrea Kopp, Sabine Abke, Roland Walter, Andreas Schï¿½ffler, Christa Buechler n	Adiponectin stimulates release of CCL2, -3, -4 and -5 while the surface abundance of CCR2 and -5 is simultaneously reduced in primary human monocytes	Cytokine 56 (2011) 573ï¿½580	10.1016/j.cyto.2011.08.017	2011				1.0		Two cases of duplicated blots, different exposure	1	6/1/2013		1.0		1			         	         	Regensburg University Hospital	6	Department of Internal Medicine I							Nuremberg, Germany	32.75	67.25
222	Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan	Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury	Cytokine 54 (2011) 305ï¿½314	10.1016/j.cyto.2011.02.016	2011				1.0		Overlapping microscopy, duplicated blots, multiple cases	1				1.0	1			    	    	Shanghai Jiaotong University School of Medicine	6	Department of Gastroenterology, Ruijin Hospital							Shanghai, China	34.32	65.68
223	Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan	Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury	Cytokine 54 (2011) 305ï¿½314	10.1016/j.cyto.2011.02.016	2011				1.0		Overlapping microscopy, duplicated blots, multiple cases	1				1.0	1			    	    	Shanghai Jiaotong University School of Medicine	6	Department of Gastroenterology, Ruijin Hospital							Shanghai, China	34.32	65.68
224	Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu	CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration	Cytokine 53 (2011) 42ï¿½51	10.1016/j.cyto.2010.09.007	2011					1	Duplication, stretching, what not, the lot	1				1.0	1			        	        	Sichuan University	7	Institue of Biomedical Engineering, West China School of Preclinical and Forensic Medicine				777.0	14.0	4%	Hanoi, Vietnam	38.14	61.86
225	Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li	Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells	Cytokine 56 (2011) 365ï¿½375	10.1016/j.cyto.2011.06.005	2011					1	Duplicated bands in different order	1				1.0	1			      	      	Medical College of Chinese People's Armed Police Forces	6	Department of Immunology									
226	Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang	Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway	Cytokine 60 (2012) 360ï¿½368	10.1016/j.cyto.2012.04.029	2012					1	Duplicated blot, lanes within blot	1				1.0	1			       	       	Capital Medical University	7	Department of Pathophysiology				825.0	4.8	5%	Tbilisi, Georgia	25.07	74.93
227	Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa	Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ï¿½ï¿½six-mixï¿½ï¿½ amphiboles and subsequent activation of BEAS-2B cells	Cytokine 60 (2012) 718ï¿½730	10.1016/j.cyto.2012.08.025	2012			1.0			Duplicated actin blot	1	6/1/2017		1.0		1			   	   	University of Vermont College of Medicine	15	Department of Medicine							Montreal, Canada	30.36	69.64
228	Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim	Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells	Cytokine 60 (2012) 284ï¿½293	10.1016/j.cyto.2012.05.021	2012					1	Multiple, multiple cases of duplicated lanes within blots/gels	1				1.0	1			       	       	Kyung Hee University	14	Department of Preventive and Social Dentistry, School of Dentistry, Institute of Oral Biology				272.0	17.5	23%	Seoul, South Korea	25.77	74.23
229	Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim	Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells	Cytokine 60 (2012) 284ï¿½293	10.1016/j.cyto.2012.05.021	2012					1	Multiple, multiple cases of duplicated lanes within blots/gels	1				1.0	1			       	       	Kyung Hee University	14	Department of Preventive and Social Dentistry, School of Dentistry, Institute of Oral Biology				272.0	17.5	23%	Seoul, South Korea	25.77	74.23
230	Christina Galloway, Munmun Chattopadhyay 	Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes	Cytokine 63 (2013) 1ï¿½5	10.1016/j.cyto.2013.04.009	2013				1.0		Duplicated control panel, stretched	1				1.0	1			  	  	University of Michigan	9	Department of Neurology							Detroit, MI, United States	74.81	25.19
231	Kyoung Sik Park (only one author)	Aucubin, a naturally occurring iridoid glycoside inhibits TNF-_-induced inflammatory responses through suppression of NF-_B activation in 3T3-L1 adipocytes	Cytokine 62 (2013) 407ï¿½412	10.1016/j.cyto.2013.04.005	2013					1	Multiple cases of duplicated bands within same blot panel	1				1.0	1			 	 	Cheongju University	12	Department of Genetic Engineering, College of Natural Science and Engineering							Seoul, South Korea	25.77	74.23
232	Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang 	The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation	Cytokine 70 (2014) 87ï¿½96	10.1016/j.cyto.2014.07.249	2014				1.0		Duplicated FACS panel, gated differently	1				1.0	1			       	       	Shanghai Jiaotong University School of Medicine	25	Department of Orthopedic Surgery, Xinhua Hospital							Shanghai, China	34.32	65.68
233	Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang 	The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation	Cytokine 70 (2014) 87ï¿½96	10.1016/j.cyto.2014.07.249	2014				1.0		Duplicated FACS panel, gated differently	1				1.0	1			       	       	Shanghai Jiaotong University School of Medicine	25	Department of Orthopedic Surgery, Xinhua Hospital							Shanghai, China	34.32	65.68
234	Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar	A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells	Science 321, 1357 (2008)	10.1126/science.1156725	2008				1.0		Duplicated panel, different exposure?	1	10/2/2015		1.0		1			    	    	Yale University School of Medicine	10	Department of Pathology									
235	Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel	Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate	Science 325, 1254 (2009)	10.1126/science.1176709	2009			1.0			Duplicated blot panel	1				1.0	1			           	           	Virginia Commonwealth University School of Medicine	5	Department of Biochemistry and Molecular Biology and the Massey Cancer Center									
236	Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel	Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate	Science 325, 1254 (2009)	10.1126/science.1176709	2009			1.0			Duplicated blot panel	1				1.0	1			           	           	Virginia Commonwealth University School of Medicine	5	Department of Biochemistry and Molecular Biology and the Massey Cancer Center									
237	Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, Zï¿½mrï¿½t Duygu Sen, Turgay Dalkaraen	Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels	Science 339, 1092 (2013)	10.1126/science.1231897	2013					1	Duplicated mirrored band, stamping in background	1	10/2/2015		1.0		1			       	       	Hacettepe University	11	Institute of Neurological Sciences and Psychiatry				534.0	22.6	3%	Ankara, Turkey	39.74	60.26
238	Hideki Sakahira, Masato Enari, & Shigekazu Nagata	Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis	Nature. 1998 Jan 1;391(6662):96-9.	10.1038/34214	1998					1	Duplicated lanes within same gel panel	1	10/29/2015		1.0		1			   	   	Osaka University Medical School	17	Department of Genetics							Osaka, Japan	31.66	68.34
